Asset Name,Asset Code,Location Code,Category,Asset Description,Make,Model,Serial Number,Charge Department Code,Account Code,Supplier/Manufacturer Name,Supplier/Manufacturer Number,Manual RQD,Manual Found,Global,P&ID Doc Name,P&ID Page,P&ID Tag,Equipment,Equipment Voltage,Equipment Amps,Equipment Power,Equipment Fluid,Equipment Material of Construction,Equipment Diameter,Equipment Power Feed Location,Equipment Type,Lines,Line Fluid,Line Material of Construction,Line Diameter,Line From,Line To,Line Insulation,Line Design Pressure,Line Schedule,Line Flange Class,Valves,Valve Voltage,Valve Fluid,Valve Material of Construction,Valve Diameter,Valve Power Feed Location,Valve Seal Material,Valve Auto/Manual,Valve Type,Valve Actuator Type,Valve Connections Type,Valve Seat Material,Tanks,Tank Fluid,Tank Material of Construction,Tank Diameter,Tank Height,Tank Volume,Tank Working Volume,Tank Working Height,Tank Type,Instruments,Instrument Voltage,Instrument Fluid,Instrument Connection Type,Instrument Power Feed Location,Instrument Type,Instrument Wire Count,Instrument Analog/Digital,Instrument Mount Detail,Panels,Panels Voltage,Panels Amps,Panels Power Feed Location,Panel Type,Permits,Permit Number,Permit Description,Permit Title,Permit Permitting Body,Permit Plant Area,Permit Revision Number,Permit Expiry,Packages,Package Voltage,Package Amps,Package Power,Package Power Feed Location,*Any Custom Fields*,Notes,Unspc Code,Barcode,Facility Latitude,Facility Longitude,Facility Street Address,Facility City,Facility Postal Code,Facility Province,Facility Country,User/User Group name/Personnel Code,Calibration Needed,Aisle,Row,Bin,Low-level asset codes
Digester - Discharge - Pumps - Pressure - High - Switch - 41202C,C2NC-1300-300-PSH_41202C,C2NC-1300-300,Instruments,Pressure switch after digestate waste pump - Instruments,,,,,,,,Y,,Digital,,D-10,PSH_41202C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Pressure High Switch,,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Temperature - Indicating - Transmitter - 41201C,C2NC-1300-300-TIT_41201C,C2NC-1300-300,Instruments,TIT for AD tank with thermowell - Instruments,,,,,,,,Y,,Analog,,D-06,TIT_41201C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1 1/2"" GAS-F",,Temperature Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Temperature - Transmitter - 41202C,C2NC-1300-300-TIT_41202C,C2NC-1300-300,Instruments,TIT for AD tank with thermowell - Instruments,,,,,,,,Y,,Analog,,D-06,TIT_41202C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Temperature Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Temperature - Sensor - 41201C,C2NC-1300-300-TW_41201C,C2NC-1300-300,Instruments,Thermowell - Instruments,,,,,,,,Y,,Analog,,D-06,TW_41201C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Temperature Sensor,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Thermowell - 41202C,C2NC-1300-300-TW_41202C,C2NC-1300-300,Instruments,Thermowell - Instruments,,,,,,,,Y,,Analog,,D-06,TW_41202C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1 1/2"" GAS-F",,Temperature Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Membrane - Blower - Check Valve - 01C,C2NC-1300-300-CV_41201C,C2NC-1300-300,Valves,Membrane Blower Check Valve,,,,,,,,,,,,D-06,CV_41201C,,,,,,,,,,,,,,,,,,,,,,AU,,8,,,Manual,Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Position - Indicating - Transmitter - 41201C,C2NC-1300-300-ZIT_41201C,C2NC-1300-300,Instruments,ZIT placed on top of AD - Instruments,,,,,,,,Y,,Analog,,D-06,ZIT_41201C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Position Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 1 - Position - Switch - Closed - 31201,C2NC-1300-CHEM-ZSC_31201,C2NC-1300-CHEM,Instruments,Position switch close for antifoam solenoid - Instruments,,,,,,,,Y,,Analog,,D-04,ZSC_31201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AF,0,,Position Switch,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Position - Switch - Closed - 31202,C2NC-1300-CHEM-ZSC_31202,C2NC-1300-CHEM,Instruments,Position switch close for antifoam solenoid - Instruments,,,,,,,,Y,,Analog,,D-05,ZSC_31202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Position Switch,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Position - Switch - Closed - 31203,C2NC-1300-CHEM-ZSC_31203,C2NC-1300-CHEM,Instruments,Position switch close for antifoam solenoid - Instruments,,,,,,,,Y,,Analog,,D-06,ZSC_31203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Position Switch,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Position - Switch - Closed - 31204,C2NC-1300-CHEM-ZSC_31204,C2NC-1300-CHEM,Instruments,Position switch close for antifoam solenoid - Instruments,,,,,,,,Y,,Analog,,D-01,ZSC_31204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AF,0,,Position Switch,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Antifoam - 18C,C2NC-1300-300-HV_41218C,C2NC-1300-300,Valves,Antifoam Ball Valve,,,,,,,,,,,,D-06,HV_41218C,,,,,,,,,,,,,,,,,,,,,,ADA,,1,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Drain - 19C,C2NC-1300-300-HV_41219C,C2NC-1300-300,Valves,Drain Eccentric Plug Valve,,,,,,,,,,,,D-06,HV_41219C,,,,,,,,,,,,,,,,,,,,,,WU,,2,,,Manual,Eccentric Plug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Sight - Glass - 20C,C2NC-1300-300-HV_41220C,C2NC-1300-300,Valves,Sight Glass Ball Valve,,,,,,,,,,,,D-06,HV_41220C,,,,,,,,,,,,,,,,,,,,,,WU,,0.5,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Feed - Line - 21C,C2NC-1300-300-HV_41221C,C2NC-1300-300,Valves,Feed Line Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-06,HV_41221C,,,,,,,,,,,,,,,,,,,,,,DFS,CF8M,4,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Service - Water - 22C,C2NC-1300-300-HV_41222C,C2NC-1300-300,Valves,Service Water Knife Gate Valve,,,,,,,,,,,,D-06,HV_41222C,,,,,,,,,,,,,,,,,,,,,,SW,,3,,,Manual,Knife Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Return - from - HX - 23C,C2NC-1300-300-HV_41223C,C2NC-1300-300,Valves,Return from HX Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-06,HV_41223C,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,6,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Membrane - Blower - 24C,C2NC-1300-300-HV_41224C,C2NC-1300-300,Valves,Membrane Blower Butterfly Valve,,,,,,,,,,,,D-06,HV_41224C,,,,,,,,,,,,,,,,,,,,,,AU,,8,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Biogas - Offtake - 25C,C2NC-1300-300-HV_41225C,C2NC-1300-300,Valves,Biogas Offtake Butterfly Valve,,,,,,,,,,,,D-06,HV_41225C,,,,,,,,,,,,,,,,,,,,,,BG,,8,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Biogas - Offtake - 28C,C2NC-1300-300-HV_41228C,C2NC-1300-300,Valves,Biogas Offtake Butterfly Valve,,,,,,,,,,,,D-06,HV_41228C,,,,,,,,,,,,,,,,,,,,,,BG,,8,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Sight - Glass - 29C,C2NC-1300-300-HV_41229C,C2NC-1300-300,Valves,Sight Glass Ball Valve Valve,,,,,,,,,,,,D-06,HV_41229C,,,,,,,,,,,,,,,,,,,,,,SW,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Biogas - Offtake - 31C,C2NC-1300-300-HV_41231C,C2NC-1300-300,Valves,Biogas Offtake Butterfly Valve,,,,,,,,,,,,D-06,HV_41231C,,,,,,,,,,,,,,,,,,,,,,BG,,8,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Service - Water - 34C,C2NC-1300-300-HV_41234C,C2NC-1300-300,Valves,Service Water Ball Valve Valve,,,,,,,,,,,,D-06,HV_41234C,,,,,,,,,,,,,,,,,,,,,,SW,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Service - Water - 35C,C2NC-1300-300-HV_41235C,C2NC-1300-300,Valves,Service Water Ball Valve Valve,,,,,,,,,,,,D-06,HV_41235C,,,,,,,,,,,,,,,,,,,,,,SW,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Service - Water - 36C,C2NC-1300-300-HV_41236C,C2NC-1300-300,Valves,Service Water Ball Valve Valve,,,,,,,,,,,,D-06,HV_41236C,,,,,,,,,,,,,,,,,,,,,,SW,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Service - Water - 37C,C2NC-1300-300-HV_41237C,C2NC-1300-300,Valves,Service Water Ball Valve Valve,,,,,,,,,,,,D-06,HV_41237C,,,,,,,,,,,,,,,,,,,,,,SW,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Service - Water - 38C,C2NC-1300-300-HV_41238C,C2NC-1300-300,Valves,Service Water Ball Valve Valve,,,,,,,,,,,,D-06,HV_41238C,,,,,,,,,,,,,,,,,,,,,,SW,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Instrument - Isolation - 39C,C2NC-1300-300-HV_41239C,C2NC-1300-300,Valves,Instrument Isolation Ball Valve Valve,,,,,,,,,,,,D-06,HV_41239C,,,,,,,,,,,,,,,,,,,,,,BG,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Drain - 40C,C2NC-1300-300-HV_41240C,C2NC-1300-300,Valves,Drain Ball Valve Valve,,,,,,,,,,,,D-06,HV_41240C,,,,,,,,,,,,,,,,,,,,,,BG,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Discharge - 42C,C2NC-1300-300-HV_41242C,C2NC-1300-300,Valves,Discharge Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-06,HV_41242C,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,6,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - To - HX - 43C,C2NC-1300-300-HV_41243C,C2NC-1300-300,Valves,To HX Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-06,HV_41243C,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,8,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Drain - 44C,C2NC-1300-300-HV_41244C,C2NC-1300-300,Valves,Drain Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-06,HV_41244C,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,8,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Drain - Valve - 45C,C2NC-1300-300-HV_41245C,C2NC-1300-300,Valves,Drain Valve Ball Valve,,,,,,,,,,,,D-06,HV_41245C,,,,,,,,,,,,,,,,,,,,,,DGT,,0.5,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Instrument - Isolation - 46C,C2NC-1300-300-HV_41246C,C2NC-1300-300,Valves,Instrument Isolation Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-06,HV_41246C,,,,,,,,,,,,,,,,,,,,,,DGT,CF8M,0.5,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Spare - Nozzle - 47C,C2NC-1300-300-HV_41247C,C2NC-1300-300,Valves,Spare Nozzle Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-06,HV_41247C,,,,,,,,,,,,,,,,,,,,,,DFS,CF8M,6,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Spare - Nozzle - 48C,C2NC-1300-300-HV_41248C,C2NC-1300-300,Valves,Spare Nozzle Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-06,HV_41248C,,,,,,,,,,,,,,,,,,,,,,DFS,CF8M,6,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Biogas - from - AD2 - 49C,C2NC-1300-300-HV_41249C,C2NC-1300-300,Valves,Biogas from AD2 Butterfly Valve,,,,,,,,,,,,D-06,HV_41249C,,,,,,,,,,,,,,,,,,,,,,BG,,12,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Drain - 50C,C2NC-1300-300-HV_41250C,C2NC-1300-300,Valves,Drain Ball Valve Valve,,,,,,,,,,,,D-06,HV_41250C,,,,,,,,,,,,,,,,,,,,,,DGT,,2,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Drain - 51C,C2NC-1300-300-HV_41251C,C2NC-1300-300,Valves,Drain Ball Valve Valve,,,,,,,,,,,,D-06,HV_41251C,,,,,,,,,,,,,,,,,,,,,,DGT,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Instrument - Isolation - 52C,C2NC-1300-300-HV_41252C,C2NC-1300-300,Valves,Instrument Isolation Ball Valve Valve,,,,,,,,,,,,D-06,HV_41252C,,,,,,,,,,,,,,,,,,,,,,DGT,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Drain - 56C,C2NC-1300-300-HV_41256C,C2NC-1300-300,Valves,Drain Ball Valve Valve,,,,,,,,,,,,D-06,HV_41256C,,,,,,,,,,,,,,,,,,,,,,BG,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Instrument - Isolation - 57C,C2NC-1300-300-HV_41257C,C2NC-1300-300,Valves,Instrument Isolation Ball Valve Valve,,,,,,,,,,,,D-06,HV_41257C,,,,,,,,,,,,,,,,,,,,,,BG,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Drain - 58C,C2NC-1300-300-HV_41258C,C2NC-1300-300,Valves,Drain Ball Valve Valve,,,,,,,,,,,,D-06,HV_41258C,,,,,,,,,,,,,,,,,,,,,,BG,,0.5,,,Manual,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Gas - Recirculation - 63C,C2NC-1300-300-HV_41263C,C2NC-1300-300,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-06,HV_41263C,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Gas - Recirculation - 64C,C2NC-1300-300-HV_41264C,C2NC-1300-300,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-06,HV_41264C,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Gas - Recirculation - 65C,C2NC-1300-300-HV_41265C,C2NC-1300-300,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-06,HV_41265C,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Gas - Recirculation - 66C,C2NC-1300-300-HV_41266C,C2NC-1300-300,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-06,HV_41266C,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Gas - Recirculation - 70C,C2NC-1300-300-HV_41270C,C2NC-1300-300,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-06,HV_41270C,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Gas - Recirculation - 71C,C2NC-1300-300-HV_41271C,C2NC-1300-300,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-06,HV_41271C,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Gas - Recirculation - 72C,C2NC-1300-300-HV_41272C,C2NC-1300-300,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-06,HV_41272C,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Gas - Recirculation - 73C,C2NC-1300-300-HV_41273C,C2NC-1300-300,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-06,HV_41273C,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Gas - Recirculation - 74C,C2NC-1300-300-HV_41274C,C2NC-1300-300,Valves,Gas Recirculation Butterfly Valve,,,,,,,,,,,,D-06,HV_41274C,,,,,,,,,,,,,,,,,,,,,,BG,,6,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 1 - Position - Switch - Open - 31201,C2NC-1300-CHEM-ZSO_31201,C2NC-1300-CHEM,Instruments,Position switch open for antifoam solenoid - Instruments,,,,,,,,Y,,Analog,,D-04,ZSO_31201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AF,0,,Position Switch,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 2 - Position - Switch - Open - 31202,C2NC-1300-CHEM-ZSO_31202,C2NC-1300-CHEM,Instruments,Position switch open for antifoam solenoid - Instruments,,,,,,,,Y,,Analog,,D-05,ZSO_31202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Position Switch,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 3 - Position - Switch - Open - 31203,C2NC-1300-CHEM-ZSO_31203,C2NC-1300-CHEM,Instruments,Position switch open for antifoam solenoid - Instruments,,,,,,,,Y,,Analog,,D-06,ZSO_31203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Position Switch,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Position - Switch - Open - 31204,C2NC-1300-CHEM-ZSO_31204,C2NC-1300-CHEM,Instruments,Position switch open for antifoam solenoid - Instruments,,,,,,,,Y,,Analog,,D-01,ZSO_31204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AF,0,,Position Switch,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Flow - Sensor - 44101A,C2NC-1300-HTG-FE_44101A,C2NC-1300-HTG,Instruments,Flow sensor on DGT stream to AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,FE_44101A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Flow Sensor,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Flow - Sensor - 44101B,C2NC-1300-HTG-FE_44101B,C2NC-1300-HTG,Instruments,Flow sensor on DGT stream to AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,FE_44101B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Flow Sensor,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Flow - Sensor - 44101C,C2NC-1300-HTG-FE_44101C,C2NC-1300-HTG,Instruments,Flow sensor on DGT stream to AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,FE_44101C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Flow Sensor,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Flow - Sensor - 44102A,C2NC-1300-HTG-FE_44102A,C2NC-1300-HTG,Instruments,Flow sensor on DGT stream to AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,FE_44102A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Flow Sensor,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Flow - Sensor - 44102B,C2NC-1300-HTG-FE_44102B,C2NC-1300-HTG,Instruments,Flow sensor on DGT stream to AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,FE_44102B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Flow Sensor,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Flow - Sensor - 44102C,C2NC-1300-HTG-FE_44102C,C2NC-1300-HTG,Instruments,Flow sensor on DGT stream to AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,FE_44102C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Flow Sensor,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Flow - Indicating - Transmitter - 44101A,C2NC-1300-HTG-FIT_44101A,C2NC-1300-HTG,Instruments,Flow transmitter on DGT stream to AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,FIT_44101A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Flow Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Flow - Indicating - Transmitter - 44101B,C2NC-1300-HTG-FIT_44101B,C2NC-1300-HTG,Instruments,Flow transmitter on DGT stream to AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,FIT_44101B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Flow Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Flow - Indicating - Transmitter - 44101C,C2NC-1300-HTG-FIT_44101C,C2NC-1300-HTG,Instruments,Flow transmitter on DGT stream to AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,FIT_44101C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,"1/2"" GAS-F",,Flow Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Flow - Indicating - Transmitter - 44102A,C2NC-1300-HTG-FIT_44102A,C2NC-1300-HTG,Instruments,Flow transmitter on DGT stream to AD HX - Instruments,,,,,,,,Y,,Analog,,D-09,FIT_44102A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGT,0,,Flow Indicating Transmitter,,Analog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
