F_Con - Heating - Pressure - Indicator - 44201A,1100-HTG,1100-HTG-PI442,Instrumentation,Pressure indicator prior to FCON HX pump - Instrumentation,D-02,
F_Con - Heating - Pressure - Indicator - 44201B,1100-HTG,1100-HTG-PI442,Instrumentation,Pressure indicator prior to FCON HX pump - Instrumentation,D-02,
F_Con - Heating - Pressure - High - Switch - 44201A,1100-HTG,1100-HTG-PSH442,Instrumentation,Pressure switch after FCON HX pump - Instrumentation,D-02,
F_Con - Heating - Pressure - High - Switch - 44201B,1100-HTG,1100-HTG-PSH442,Instrumentation,Pressure switch after FCON HX pump - Instrumentation,D-02,
F_Con - Heating - Pressure - Indicator - 44202A,1100-HTG,1100-HTG-PI442,Instrumentation,Pressure indicator after FCON HX pump - Instrumentation,D-02,
F_Con - Heating - Pressure - Indicator - 44202B,1100-HTG,1100-HTG-PI442,Instrumentation,Pressure indicator after FCON HX pump - Instrumentation,D-02,
F_Con - Heating - Temperature - Indicating - Transmitter - 44201A,1100-HTG,1100-HTG-TIT442,Instrumentation,Temp indicator on HW supply for FCON HX with thermowell - Instrumentation,D-02,
F_Con - Heating - Temperature - Indicating - Transmitter - 44201B,1100-HTG,1100-HTG-TIT442,Instrumentation,Temp indicator on HW supply for FCON HX with thermowell - Instrumentation,D-02,
F_Con - Heating - Pressure - Indicator - 44203A,1100-HTG,1100-HTG-PI442,Instrumentation,Pressure indicator on HW supply for FCON HX - Instrumentation,D-02,
F_Con - Heating - Pressure - Indicator - 44203B,1100-HTG,1100-HTG-PI442,Instrumentation,Pressure indicator on HW supply for FCON HX - Instrumentation,D-02,
F_Con - Heating - Flow - Indicating - Transmitter - 44201A,1100-HTG,1100-HTG-FIT442,Instrumentation,FIT on DFS stream prior to FCON HX - Instrumentation,D-02,
F_Con - Heating - Flow - Indicating - Transmitter - 44201B,1100-HTG,1100-HTG-FIT442,Instrumentation,FIT on DFS stream prior to FCON HX - Instrumentation,D-02,
F_Con - Heating - Flow - Indicating - Transmitter - 44202A,1100-HTG,1100-HTG-FIT442,Instrumentation,FIT on DFS stream prior to FCON HX - Instrumentation,D-02,
F_Con - Heating - Flow - Indicating - Transmitter - 44202B,1100-HTG,1100-HTG-FIT442,Instrumentation,FIT on DFS stream prior to FCON HX - Instrumentation,D-02,
F_Con - Heating - Flow - Sensor - 44201A,1100-HTG,1100-HTG-FE442,Instrumentation,FE on DFS stream prior to FCON HX - Instrumentation,D-02,
F_Con - Heating - Flow - Sensor - 44201B,1100-HTG,1100-HTG-FE442,Instrumentation,FE on DFS stream prior to FCON HX - Instrumentation,D-02,
F_Con - Heating - Temperature - Indicating - Transmitter - 44202A,1100-HTG,1100-HTG-TIT442,Instrumentation,TIT on DFS stream prior to FCON HX with thermowell - Instrumentation,D-02,
F_Con - Heating - Temperature - Indicating - Transmitter - 44202B,1100-HTG,1100-HTG-TIT442,Instrumentation,TIT on DFS stream prior to FCON HX with thermowell - Instrumentation,D-02,
F_Con - Heating - Temperature - Sensor - 44202A,1100-HTG,1100-HTG-TW442,Instrumentation,Thermowell - Instrumentation,D-02,
F_Con - Heating - Temperature - Sensor - 44202B,1100-HTG,1100-HTG-TW442,Instrumentation,Thermowell - Instrumentation,D-02,
F_Con - Heating - Temperature - Indicator - 44201A,1100-HTG,1100-HTG-TI442,Instrumentation,TI on HW exiting FCON HX with thermowell - Instrumentation,D-02,
F_Con - Heating - Temperature - Indicator - 44201B,1100-HTG,1100-HTG-TI442,Instrumentation,TI on HW exiting FCON HX with thermowell - Instrumentation,D-02,
F_Con - Heating - Pressure - Indicator - 44204A,1100-HTG,1100-HTG-PI442,Instrumentation,PI on HW exiting FCON HX - Instrumentation,D-02,
F_Con - Heating - Pressure - Indicator - 44204B,1100-HTG,1100-HTG-PI442,Instrumentation,PI on HW exiting FCON HX - Instrumentation,D-02,
F_Con - Heating - Temperature - Indicating - Transmitter - 44203A,1100-HTG,1100-HTG-TIT442,Instrumentation,TIT on DFS stream exiting FCON HX with thermowell - Instrumentation,D-02,
F_Con - Heating - Temperature - Indicating - Transmitter - 44203B,1100-HTG,1100-HTG-TIT442,Instrumentation,TIT on DFS stream exiting FCON HX with thermowell - Instrumentation,D-02,
F_Con - Heating - Temperature - Sensor - 44203A,1100-HTG,1100-HTG-TW442,Instrumentation,Thermowell - Instrumentation,D-02,
F_Con - Heating - Temperature - Sensor - 44203B,1100-HTG,1100-HTG-TW442,Instrumentation,Thermowell - Instrumentation,D-02,
F_Con - Heating - Pressure - Indicator - 44205A,1100-HTG,1100-HTG-PI442,Instrumentation,PI on DFS stream exiting FCON HX - Instrumentation,D-02,
F_Con - Heating - Pressure - Indicator - 44205B,1100-HTG,1100-HTG-PI442,Instrumentation,PI on DFS stream exiting FCON HX - Instrumentation,D-02,
Digester - Feed - Pumps - Pressure - Indicator - 41201A,1300,1300-PI412,Instrumentation,PI prior to substrate pump to AD - Instrumentation,D-03,
Digester - Feed - Pumps - Pressure - Indicator - 41201B,1300,1300-PI412,Instrumentation,PI prior to substrate pump to AD - Instrumentation,D-03,
Digester - Feed - Pumps - Pressure - Indicator - 41201C,1300,1300-PI412,Instrumentation,PI prior to substrate pump to AD - Instrumentation,D-03,
Digester - Feed - Pumps - Pressure - High - Switch - 41201A,1300,1300-PSH412,Instrumentation,"PSH on DFS stream exiting substrate pump, going to AD - Instrumentation",D-03,
Digester - Feed - Pumps - Pressure - High - Switch - 41201B,1300,1300-PSH412,Instrumentation,"PSH on DFS stream exiting substrate pump, going to AD - Instrumentation",D-03,
Digester - Feed - Pumps - Pressure - High - Switch - 41201C,1300,1300-PSH412,Instrumentation,"PSH on DFS stream exiting substrate pump, going to AD - Instrumentation",D-03,
Digester - Feed - Pumps - Pressure - Indicator - 41202A,1300,1300-PI412,Instrumentation,"PI on DFS stream exiting substrate pump, going to AD - Instrumentation",D-03,
Digester - Feed - Pumps - Pressure - Indicator - 41202B,1300,1300-PI412,Instrumentation,"PI on DFS stream exiting substrate pump, going to AD - Instrumentation",D-03,
Digester - Feed - Pumps - Pressure - Indicator - 41202C,1300,1300-PI412,Instrumentation,"PI on DFS stream exiting substrate pump, going to AD - Instrumentation",D-03,
Digester - Feed - Pumps - Flow - Indicating - Transmitter - 41201A,1300,1300-FIT412,Instrumentation,Flow transmitter on feed line from FCON to AD - Instrumentation,D-03,
Digester - Feed - Pumps - Flow - Indicating - Transmitter - 41201B,1300,1300-FIT412,Instrumentation,Flow transmitter on feed line from FCON to AD - Instrumentation,D-03,
Digester - Feed - Pumps - Flow - Indicating - Transmitter - 41201C,1300,1300-FIT412,Instrumentation,Flow transmitter on feed line from FCON to AD - Instrumentation,D-03,
Digester - 1 - Position - Indicating - Transmitter - 41201A,1300-100,1300-100-ZIT412,Instrumentation,ZIT placed on top of AD - Instrumentation,D-04,
Digester - 2 - Position - Indicating - Transmitter - 41201B,1300-200,1300-200-ZIT412,Instrumentation,ZIT placed on top of AD - Instrumentation,D-05,
Digester - 3 - Position - Indicating - Transmitter - 41201C,1300-300,1300-300-ZIT412,Instrumentation,ZIT placed on top of AD - Instrumentation,D-06,
Digester - 1 - Pressure - Indicator - 41203A,1300-100,1300-100-PI412,Instrumentation,PI on service box for BG line on AD tank - Instrumentation,D-04,
Digester - 2 - Pressure - Indicator - 41203B,1300-200,1300-200-PI412,Instrumentation,PI on service box for BG line on AD tank - Instrumentation,D-05,
Digester - 3 - Pressure - Indicator - 41203C,1300-300,1300-300-PI412,Instrumentation,PI on service box for BG line on AD tank - Instrumentation,D-06,
Digester - 1 - Pressure - Indicator - 41204A,1300-100,1300-100-PI412,Instrumentation,PI on service box for BG line on AD tank - Instrumentation,D-04,
Digester - 2 - Pressure - Indicator - 41204B,1300-200,1300-200-PI412,Instrumentation,PI on service box for BG line on AD tank - Instrumentation,D-05,
Digester - 3 - Pressure - Indicator - 41204C,1300-300,1300-300-PI412,Instrumentation,PI on service box for BG line on AD tank - Instrumentation,D-06,
Digester - 1 - Pressure - Indicator - 41205A,1300-100,1300-100-PI412,Instrumentation,PI on service box for BG line on AD tank - Instrumentation,D-04,
Digester - 2 - Pressure - Indicator - 41205B,1300-200,1300-200-PI412,Instrumentation,PI on service box for BG line on AD tank - Instrumentation,D-05,
Digester - 3 - Pressure - Indicator - 41205C,1300-300,1300-300-PI412,Instrumentation,PI on service box for BG line on AD tank - Instrumentation,D-06,
Digester - 1 - Pressure - Indicating - Transmitter - 41201A,1300-100,1300-100-PIT412,Instrumentation,PIT on combined BG line from service boxes exiting the AD tank - Instrumentation,D-04,
Digester - 2 - Pressure - Indicating - Transmitter - 41201B,1300-200,1300-200-PIT412,Instrumentation,PIT on combined BG line from service boxes exiting the AD tank - Instrumentation,D-05,
Digester - 3 - Pressure - Indicating - Transmitter - 41201C,1300-300,1300-300-PIT412,Instrumentation,PIT on combined BG line from service boxes exiting the AD tank - Instrumentation,D-06,
Digester - 1 - Pressure - Indicating - Transmitter - 41202A,1300-100,1300-100-PIT412,Instrumentation,PIT in intermembrane space - Instrumentation,D-04,
Digester - 2 - Pressure - Indicating - Transmitter - 41202B,1300-200,1300-200-PIT412,Instrumentation,PIT in intermembrane space - Instrumentation,D-05,
Digester - 3 - Pressure - Indicating - Transmitter - 41202C,1300-300,1300-300-PIT412,Instrumentation,PIT in intermembrane space - Instrumentation,D-06,
Digester - 1 - Level - Indicating - Transmitter - 41202A,1300-100,1300-100-LIT412,Instrumentation,Level transmitter for AD tank - Instrumentation,D-04,
Digester - 2 - Level - Indicating - Transmitter - 41202B,1300-200,1300-200-LIT412,Instrumentation,Level transmitter for AD tank - Instrumentation,D-05,
Digester - 3 - Level - Indicating - Transmitter - 41202C,1300-300,1300-300-LIT412,Instrumentation,Level transmitter for AD tank - Instrumentation,D-06,
Digester - 1 - Position - Switch - 31201,1300-100,1300-100-ZSO312,Instrumentation,Position switch open for antifoam solenoid - Instrumentation,D-04,
Digester - 1 - Position - Switch - 31201,1300-100,1300-100-ZSC312,Instrumentation,Position switch close for antifoam solenoid - Instrumentation,D-04,
Digester - 1 - Level - High - High - Switch - 41201A,1300-100,1300-100-LSHH412,Instrumentation,Level switch for AD tank (at top) - Instrumentation,D-04,
Digester - 2 - Level - High - High - Switch - 41201B,1300-200,1300-200-LSHH412,Instrumentation,Level switch for AD tank (at top) - Instrumentation,D-05,
Digester - 3 - Level - High - High - Switch - 41201C,1300-300,1300-300-LSHH412,Instrumentation,Level switch for AD tank (at top) - Instrumentation,D-06,
Digester - 1 - Temperature - Indicating - Transmitter - 41201A,1300-100,1300-100-TIT412,Instrumentation,TIT for AD tank with thermowell - Instrumentation,D-04,
Digester - 2 - Temperature - Indicating - Transmitter - 41201B,1300-200,1300-200-TIT412,Instrumentation,TIT for AD tank with thermowell - Instrumentation,D-05,
Digester - 3 - Temperature - Indicating - Transmitter - 41201C,1300-300,1300-300-TIT412,Instrumentation,TIT for AD tank with thermowell - Instrumentation,D-06,
Digester - 1 - Temperature - Sensor - 41201A,1300-100,1300-100-TW412,Instrumentation,Thermowell - Instrumentation,D-04,
Digester - 2 - Temperature - Sensor - 41201B,1300-200,1300-200-TW412,Instrumentation,Thermowell - Instrumentation,D-05,
Digester - 3 - Temperature - Sensor - 41201C,1300-300,1300-300-TW412,Instrumentation,Thermowell - Instrumentation,D-06,
Digester - 1 - Temperature - Transmitter - 41202A,1300-100,1300-100-TIT412,Instrumentation,TIT for AD tank with thermowell - Instrumentation,D-04,
Digester - 1 - Temperature - Transmitter - 41202A,1300-100,1300-100-TW412,Instrumentation,Thermowell - Instrumentation,D-04,
Digester - 2 - Position - Switch - 31202,1300-200,1300-200-ZSO312,Instrumentation,Position switch open for antifoam solenoid - Instrumentation,D-05,
Digester - 2 - Position - Switch - 31202,1300-200,1300-200-ZSC312,Instrumentation,Position switch close for antifoam solenoid - Instrumentation,D-05,
Digester - 3 - Position - Switch - 31203,1300-300,1300-300-ZSO312,Instrumentation,Position switch open for antifoam solenoid - Instrumentation,D-06,
Digester - 3 - Position - Switch - 31203,1300-300,1300-300-ZSC312,Instrumentation,Position switch close for antifoam solenoid - Instrumentation,D-06,
Digester - 2 - Temperature - Transmitter - 41202B,1300-200,1300-200-TIT412,Instrumentation,TIT for AD tank with thermowell - Instrumentation,D-05,
Digester - 2 - Temperature - Transmitter - 41202B,1300-200,1300-200-TW412,Instrumentation,Thermowell - Instrumentation,D-05,
Digester - 3 - Temperature - Transmitter - 41202C,1300-300,1300-300-TIT412,Instrumentation,TIT for AD tank with thermowell - Instrumentation,D-06,
Digester - 3 - Temperature - Transmitter - 41202C,1300-300,1300-300-TW412,Instrumentation,Thermowell - Instrumentation,D-06,
Digester - 1 - Level - Transmitter - 41201A,1300-100,1300-100-LIT412,Instrumentation,"LT for AD tank, linked to LE - Instrumentation",D-04,
Digester - 2 - Level - Transmitter - 41201B,1300-200,1300-200-LIT412,Instrumentation,"LT for AD tank, linked to LE - Instrumentation",D-05,
Digester - 1 - Level - Transmitter - 41203A,1300-100,1300-100-LIT412,Instrumentation,Level Transmitter for AD tank - Instrumentation,D-04,
Digester - 2 - Level - Transmitter - 41203B,1300-200,1300-200-LIT412,Instrumentation,Level Transmitter for AD tank - Instrumentation,D-05,
Digester - 3 - Level - Transmitter - 41203C,1300-300,1300-300-LIT412,Instrumentation,Level Transmitter for AD tank - Instrumentation,D-06,
Digester - 3 - Level - Transmitter - 41201C,1300-300,1300-300-LIT412,Instrumentation,"LT for AD tank, linked to LE - Instrumentation",D-06,
Biogas - Piping - Flow - Indicating - Transmitter - 41202A,1300,1300-FIT412,Instrumentation,FIT on AD BG line - Instrumentation,D-07,
Biogas - Piping - Flow - Indicating - Transmitter - 41202B,1300,1300-FIT412,Instrumentation,FIT on AD BG line - Instrumentation,D-07,
Biogas - Piping - Flow - Indicating - Transmitter - 41202C,1300,1300-FIT412,Instrumentation,FIT on AD BG line - Instrumentation,D-07,
Biogas - Piping - Flow - Indicating - Transmitter - 41203,1300,1300-FIT412,Instrumentation,FIT associated with condensate trap - Instrumentation,D-07,
Biogas - Piping - Flow - Sensor - 41201,1300,1300-FE412,Instrumentation,Flow sensor associated with condensate trap - Instrumentation,D-07,
Digester - Heat - Exchangers - Pressure - Indicator - 44101A,1300-HTG,1300-HTG-PI441,Instrumentation,Pressure indicator prior to AD HX pump - Instrumentation,D-09,
Digester - Heat - Exchangers - Pressure - Indicator - 44101B,1300-HTG,1300-HTG-PI441,Instrumentation,Pressure indicator prior to AD HX pump - Instrumentation,D-09,
Digester - Heat - Exchangers - Pressure - Indicator - 44101C,1300-HTG,1300-HTG-PI441,Instrumentation,Pressure indicator prior to AD HX pump - Instrumentation,D-09,
Digester - Heat - Exchangers - Pressure - High - Switch - 44101A,1300-HTG,1300-HTG-PSH441,Instrumentation,Pressure switch after AD HX pump - Instrumentation,D-09,
Digester - Heat - Exchangers - Pressure - High - Switch - 44101B,1300-HTG,1300-HTG-PSH441,Instrumentation,Pressure switch after AD HX pump - Instrumentation,D-09,
Digester - Heat - Exchangers - Pressure - High - Switch - 44101C,1300-HTG,1300-HTG-PSH441,Instrumentation,Pressure switch after AD HX pump - Instrumentation,D-09,
Digester - Heat - Exchangers - Pressure - Indicator - 44102A,1300-HTG,1300-HTG-PI441,Instrumentation,Pressure indicator after AD HX pump - Instrumentation,D-09,
Digester - Heat - Exchangers - Pressure - Indicator - 44102B,1300-HTG,1300-HTG-PI441,Instrumentation,Pressure indicator after AD HX pump - Instrumentation,D-09,
Digester - Heat - Exchangers - Pressure - Indicator - 44102C,1300-HTG,1300-HTG-PI441,Instrumentation,Pressure indicator after AD HX pump - Instrumentation,D-09,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44101A,1300-HTG,1300-HTG-TIT441,Instrumentation,Temperature transmitter on HW supply to AD HX with thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44101B,1300-HTG,1300-HTG-TIT441,Instrumentation,Temperature transmitter on HW supply to AD HX with thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44101C,1300-HTG,1300-HTG-TIT441,Instrumentation,Temperature transmitter on HW supply to AD HX with thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Pressure - Indicator - 44103A,1300-HTG,1300-HTG-PI441,Instrumentation,Pressure transmitter on HW supply to AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Pressure - Indicator - 44103B,1300-HTG,1300-HTG-PI441,Instrumentation,Pressure transmitter on HW supply to AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Pressure - Indicator - 44103C,1300-HTG,1300-HTG-PI441,Instrumentation,Pressure transmitter on HW supply to AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Flow - Indicating - Transmitter - 44101A,1300-HTG,1300-HTG-FIT441,Instrumentation,Flow transmitter on DGT stream to AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Flow - Indicating - Transmitter - 44101B,1300-HTG,1300-HTG-FIT441,Instrumentation,Flow transmitter on DGT stream to AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Flow - Indicating - Transmitter - 44101C,1300-HTG,1300-HTG-FIT441,Instrumentation,Flow transmitter on DGT stream to AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Flow - Sensor - 44101A,1300-HTG,1300-HTG-FE441,Instrumentation,Flow sensor on DGT stream to AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Flow - Sensor - 44101B,1300-HTG,1300-HTG-FE441,Instrumentation,Flow sensor on DGT stream to AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Flow - Sensor - 44101C,1300-HTG,1300-HTG-FE441,Instrumentation,Flow sensor on DGT stream to AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Flow - Indicating - Transmitter - 44102A,1300-HTG,1300-HTG-FIT441,Instrumentation,Flow transmitter on DGT stream to AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Flow - Indicating - Transmitter - 44102B,1300-HTG,1300-HTG-FIT441,Instrumentation,Flow transmitter on DGT stream to AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Flow - Indicating - Transmitter - 44102C,1300-HTG,1300-HTG-FIT441,Instrumentation,Flow transmitter on DGT stream to AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Flow - Sensor - 44102A,1300-HTG,1300-HTG-FE441,Instrumentation,Flow sensor on DGT stream to AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Flow - Sensor - 44102B,1300-HTG,1300-HTG-FE441,Instrumentation,Flow sensor on DGT stream to AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Flow - Sensor - 44102C,1300-HTG,1300-HTG-FE441,Instrumentation,Flow sensor on DGT stream to AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44102A,1300-HTG,1300-HTG-TIT441,Instrumentation,Temp transmitter on DGT stream to AD HX with thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44102B,1300-HTG,1300-HTG-TIT441,Instrumentation,Temp transmitter on DGT stream to AD HX with thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44102C,1300-HTG,1300-HTG-TIT441,Instrumentation,Temp transmitter on DGT stream to AD HX with thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Thermowell - 44102A,1300-HTG,1300-HTG-TW441,Instrumentation,Thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Thermowell - 44102B,1300-HTG,1300-HTG-TW441,Instrumentation,Thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Thermowell - 44102C,1300-HTG,1300-HTG-TW441,Instrumentation,Thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Temperature - Indicator - 44101A,1300-HTG,1300-HTG-TI441,Instrumentation,Temp indicator on HW exiting AD HX with thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Temperature - Indicator - 44101B,1300-HTG,1300-HTG-TI441,Instrumentation,Temp indicator on HW exiting AD HX with thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Temperature - Indicator - 44101C,1300-HTG,1300-HTG-TI441,Instrumentation,Temp indicator on HW exiting AD HX with thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Pressure - Indicator - 44104A,1300-HTG,1300-HTG-PI441,Instrumentation,Pressure indicator on HW exiting AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Pressure - Indicator - 44104B,1300-HTG,1300-HTG-PI441,Instrumentation,Pressure indicator on HW exiting AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Pressure - Indicator - 44104C,1300-HTG,1300-HTG-PI441,Instrumentation,Pressure indicator on HW exiting AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44103A,1300-HTG,1300-HTG-TIT441,Instrumentation,Temp transmitter on DGT stream exiting AD HX with thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44103B,1300-HTG,1300-HTG-TIT441,Instrumentation,Temp transmitter on DGT stream exiting AD HX with thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Temperature - Indicating - Transmitter - 44103C,1300-HTG,1300-HTG-TIT441,Instrumentation,Temp transmitter on DGT stream exiting AD HX with thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Thermowell - 44103A,1300-HTG,1300-HTG-TW441,Instrumentation,Thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Thermowell - 44103B,1300-HTG,1300-HTG-TW441,Instrumentation,Thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Thermowell - 44103C,1300-HTG,1300-HTG-TW441,Instrumentation,Thermowell - Instrumentation,D-09,
Digester - Heat - Exchangers - Pressure - Indicator - 44105A,1300-HTG,1300-HTG-PI441,Instrumentation,Pressure indicator on DGT stream exiting AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Pressure - Indicator - 44105B,1300-HTG,1300-HTG-PI441,Instrumentation,Pressure indicator on DGT stream exiting AD HX - Instrumentation,D-09,
Digester - Heat - Exchangers - Pressure - Indicator - 44105C,1300-HTG,1300-HTG-PI441,Instrumentation,Pressure indicator on DGT stream exiting AD HX - Instrumentation,D-09,
Digester - Discharge - Pumps - Pressure - Indicator - 41206A,1300,1300-PI412,Instrumentation,Pressure indicator prior to digestate waste pump - Instrumentation,D-10,
Digester - Discharge - Pumps - Pressure - Indicator - 41206B,1300,1300-PI412,Instrumentation,Pressure indicator prior to digestate waste pump - Instrumentation,D-10,
Digester - Discharge - Pumps - Pressure - Indicator - 41206C,1300,1300-PI412,Instrumentation,Pressure indicator prior to digestate waste pump - Instrumentation,D-10,
Digester - Discharge - Pumps - Pressure - High - Switch - 41202A,1300,1300-PSH412,Instrumentation,Pressure switch after digestate waste pump - Instrumentation,D-10,
Digester - Discharge - Pumps - Pressure - High - Switch - 41202B,1300,1300-PSH412,Instrumentation,Pressure switch after digestate waste pump - Instrumentation,D-10,
Digester - Discharge - Pumps - Pressure - High - Switch - 41202C,1300,1300-PSH412,Instrumentation,Pressure switch after digestate waste pump - Instrumentation,D-10,
Digester - Discharge - Pumps - Pressure - Indicator - 41207A,1300,1300-PI412,Instrumentation,Pressure indicator after digestate waste pump - Instrumentation,D-10,
Digester - Discharge - Pumps - Pressure - Indicator - 41207B,1300,1300-PI412,Instrumentation,Pressure indicator after digestate waste pump - Instrumentation,D-10,
Digester - Discharge - Pumps - Pressure - Indicator - 41207C,1300,1300-PI412,Instrumentation,Pressure indicator after digestate waste pump - Instrumentation,D-10,
Digester - Discharge - Pumps - Flow - Indicating - Transmitter - 41204A,1300,1300-FIT412,Instrumentation,Flow transmitter for discharge from AD - Instrumentation,D-10,
Digester - Discharge - Pumps - Flow - Indicating - Transmitter - 41204B,1300,1300-FIT412,Instrumentation,Flow transmitter for discharge from AD - Instrumentation,D-10,
Digester - Discharge - Pumps - Flow - Indicating - Transmitter - 41204C,1300,1300-FIT412,Instrumentation,Flow transmitter for discharge from AD - Instrumentation,D-10,
,,,,,,
GAS PLANT,C2NC-1500,C2NC-1500,C2NC,GAS PLANT,,
GAS PLANT PRE-TREATMENT,C2NC-1500-PRE,C2NC-1500-PRE,C2NC-1500,GAS PLANT PRE-TREATMENT,,
GAS PLANT ACTIVE CARBON VESSELS,C2NC-1500-ACV,C2NC-1500-ACV,C2NC-1500,GAS PLANT ACTIVE CARBON VESSELS,,
GAS PLANT FEEDING,C2NC-1500-FD,C2NC-1500-FD,C2NC-1500,GAS PLANT ACTIVE CARBON VESSELS,,
GAS PLANT MEMBRANES,C2NC-1500-MBR,C2NC-1500-MBR,C2NC-1500,GAS PLANT MEMBRANES,,
GAS PLANT COMPRESSORS,C2NC-1500-CMP,C2NC-1500-CMP,C2NC-1500,GAS PLANT MEMBRANES,,
GAS PLANT COOLING,C2NC-1500-CLG,C2NC-1500-CLG,C2NC-1500,GAS PLANT MEMBRANES,,
Gas_Plant - Pre-Treatment - Ball - valve - 101,C2NC-1500-PRE-V101,C2NC-1500-PRE-V101,C2NC-1500-PRE,Pre-Treatment - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Pre-Treatment - Heat - exchanger - 110,C2NC-1500-PRE-HE110,C2NC-1500-PRE-HE110,C2NC-1500-PRE,Pre-Treatment - COOL DOWN GAS - Heat exchanger,,
Gas_Plant - Pre-Treatment - Water - separator - 110,C2NC-1500-PRE-WS110,C2NC-1500-PRE-WS110,C2NC-1500-PRE,Pre-Treatment - SEPARATE CONDENSED WATER  - Water separator,,
Gas_Plant - Pre-Treatment - Level - switch - 110,C2NC-1500-PRE-LS110,C2NC-1500-PRE-LS110,C2NC-1500-PRE,Pre-Treatment - ENSURE WATER LEVEL - Level switch,,
Gas_Plant - Pre-Treatment - Level - switch - 111,C2NC-1500-PRE-LS111,C2NC-1500-PRE-LS111,C2NC-1500-PRE,Pre-Treatment - ENSURE WATER LEVEL - Level switch,,
Gas_Plant - Pre-Treatment - Ball - valve - 130,C2NC-1500-PRE-V130,C2NC-1500-PRE-V130,C2NC-1500-PRE,Pre-Treatment - SAMPLE/DRAIN - Ball valve,,
Gas_Plant - Pre-Treatment - Ball - valve - 110,C2NC-1500-PRE-AV110.01,C2NC-1500-PRE-AV110.01,C2NC-1500-PRE,Pre-Treatment - CONTROL CONDENSATE DRAIN - Ball valve,,
Gas_Plant - Pre-Treatment - Pneumatic - actuator - 110,C2NC-1500-PRE-AV110.02,C2NC-1500-PRE-AV110.02,C2NC-1500-PRE,Pre-Treatment - CONTROL CONDENSATE DRAIN - Pneumatic actuator,,
Gas_Plant - Pre-Treatment - Solenoid - valve - 110,C2NC-1500-PRE-AV110.03,C2NC-1500-PRE-AV110.03,C2NC-1500-PRE,Pre-Treatment - CONTROL CONDENSATE DRAIN - Solenoid valve,,
Gas_Plant - Pre-Treatment - Temperature - transmitter - 110,C2NC-1500-PRE-TT110,C2NC-1500-PRE-TT110,C2NC-1500-PRE,Pre-Treatment - MEASURE INLET TEMPERATURE BIOGAS - Temperature transmitter,,
Gas_Plant - Pre-Treatment - Ball - valve - 102,C2NC-1500-PRE-V102,C2NC-1500-PRE-V102,C2NC-1500-PRE,Pre-Treatment - BLOCK GAS MEASUREMENT LINE - Ball valve,,
Gas_Plant - Pre-Treatment - Ball - valve - 103,C2NC-1500-PRE-V103,C2NC-1500-PRE-V103,C2NC-1500-PRE,Pre-Treatment - BLOCK PRESSURE TRANSMITTER - Ball valve,,
Gas_Plant - Pre-Treatment - Pressure - transmitter - 110,C2NC-1500-PRE-PT110,C2NC-1500-PRE-PT110,C2NC-1500-PRE,Pre-Treatment - MEASURE INLET PRESSURE  - Pressure transmitter,,
